id,hrs1,wrkslf,age,educ,paeduc,maeduc,sex,polviews,sei,pasei,masei
2605,60,someone else,62,12,,,male,conservative,31.5,31.5,17.1
2606,60,someone else,46,16,,,male,conservative,65.800003,,
2607,,someone else,57,12,,10,female,,37.700001,48.5,29.299999
2608,,self-employed,77,12,6,8,female,slghtly conservative,22.5,37.299999,
2609,60,someone else,46,17,20,20,male,,63.5,97.199997,
2610,55,someone else,52,12,6,16,female,,29.299999,41.200001,38.400002
2611,45,someone else,31,12,5,12,female,slghtly conservative,50.700001,35.099998,26.5
2612,60,self-employed,41,16,12,12,male,,53.400002,64.099998,
2613,40,someone else,46,12,8,12,male,liberal,76.400002,38.099998,33.099998
2614,,someone else,73,11,,,male,liberal,32.299999,,
2615,,someone else,76,16,8,14,male,,,39,
2616,50,someone else,36,16,,13,female,,67,,48.599998
2617,40,someone else,23,12,0,0,female,,29.299999,29.4,
2618,,someone else,67,12,,8,female,,27.5,28.4,28.4
2619,,someone else,56,18,9,12,male,,78.5,36.5,
2620,40,someone else,29,16,12,12,female,,68.099998,53.900002,38
2621,40,someone else,51,13,,,male,moderate,29.200001,29.200001,
2622,40,someone else,30,18,18,13,male,,53.299999,80.300003,
2623,40,someone else,40,16,18,18,male,conservative,63.5,85.099998,71.599998
2624,48,someone else,23,14,12,12,female,,46.700001,63.5,38.400002
2625,,someone else,73,16,12,16,female,extremely liberal,73.199997,49.900002,78.5
2626,50,someone else,43,12,12,16,male,conservative,36.700001,66.099998,63.200001
2627,48,someone else,30,12,12,12,male,,52.400002,63.200001,
2628,33,someone else,20,12,13,12,male,,37.5,38.099998,29.5
2629,50,self-employed,44,20,18,16,female,moderate,97.199997,80.300003,
2630,20,self-employed,49,13,16,12,female,,82.699997,81,
2631,,self-employed,67,20,20,15,male,,97.199997,97.199997,
2632,,someone else,82,16,8,14,male,slightly liberal,69.699997,86.5,
2633,,someone else,25,12,,14,female,,29.299999,,38
2634,,someone else,55,14,,12,male,liberal,48.5,,48.5
2635,,,80,12,,12,female,conservative,,50.700001,
2636,15,someone else,68,10,,5,male,,29.799999,,
2637,,someone else,30,12,15,12,female,moderate,17.1,,50.700001
2638,,self-employed,89,6,,4,male,,63.5,,22.5
2639,,someone else,74,16,,,female,liberal,38.400002,35.400002,
2640,,,73,10,5,,female,slghtly conservative,,38.900002,
2641,40,someone else,26,14,14,14,male,moderate,40.200001,27.700001,38.400002
2642,,someone else,68,17,9,12,male,,76.5,27.5,17.1
2643,,someone else,47,18,17,16,female,slghtly conservative,76.300003,,
2644,40,someone else,36,17,,12,female,conservative,76.400002,,25.200001
2645,,someone else,69,14,7,14,female,,63.5,31.5,63.5
2646,,someone else,19,11,13,,male,,28.4,63.5,
2647,40,someone else,42,17,14,12,male,slightly liberal,74.400002,64.099998,29.1
2648,,someone else,37,12,14,,female,slightly liberal,33.099998,37.799999,
2649,42,someone else,35,16,12,14,male,conservative,76.300003,32,65.800003
2650,,,50,15,,16,female,,,,33.099998
2651,40,someone else,38,14,5,12,female,moderate,73.199997,,
2652,40,someone else,51,14,12,12,female,moderate,38.400002,44.700001,
2653,55,someone else,43,12,,9,male,,63.5,,22.9
2654,50,someone else,47,12,14,,female,,58.299999,,
2655,50,someone else,43,14,8,4,female,,38.400002,38.700001,28.4
2656,26,self-employed,43,20,18,,female,liberal,97.199997,63.5,
2657,43,someone else,46,13,7,12,female,moderate,38.400002,28.4,29.299999
2658,40,someone else,28,14,12,16,male,,33.900002,48.5,73.199997
2659,,someone else,49,5,,,male,,29.200001,,
2660,50,self-employed,58,12,11,11,female,moderate,26.4,32.299999,29.299999
2661,48,someone else,33,14,12,14,female,,74.400002,29.200001,26.700001
2662,40,someone else,40,18,18,16,male,slghtly conservative,83.699997,69.199997,74.400002
2663,40,someone else,56,14,10,12,male,,56.400002,31.5,32.400002
2664,,someone else,30,12,16,,female,moderate,73.199997,26.5,
2665,45,someone else,21,12,,13,female,,29.299999,,27.5
2666,48,someone else,26,13,12,12,male,,26.4,27.700001,
2667,72,someone else,28,8,,12,female,extremely liberal,83.699997,26.5,32.400002
2668,,someone else,46,12,12,12,male,slghtly conservative,31.4,27.700001,27.700001
2669,,someone else,43,12,,11,female,,68.099998,,29.299999
2670,15,self-employed,20,10,16,14,male,,31.4,35.099998,33.900002
2671,40,someone else,58,15,12,12,male,liberal,83.699997,33.200001,39
2672,,self-employed,42,15,20,13,male,moderate,54.700001,,
2673,,someone else,73,9,19,,male,moderate,,97.199997,17.1
2674,,someone else,27,16,20,18,female,,37.700001,85.099998,62.5
2675,,someone else,28,12,10,11,female,moderate,50.700001,37.799999,33.099998
2676,40,someone else,33,12,5,3,male,,31.5,50.700001,
2677,40,someone else,43,14,,12,female,,67,,33.099998
2678,45,someone else,26,16,16,16,female,liberal,85.800003,37.299999,
2679,,someone else,42,12,14,12,male,moderate,28.6,,
2680,48,someone else,29,14,19,13,female,,31.4,92.300003,38.400002
2681,47,someone else,34,16,10,12,male,,83.699997,63.5,
2682,,someone else,70,16,13,12,male,,63.5,73.599998,
2683,,someone else,72,12,,8,male,moderate,43.200001,36.400002,
2684,25,someone else,54,12,8,10,female,,34.799999,28.6,27.5
2685,40,someone else,43,13,15,13,male,extrmly conservative,76.300003,76.300003,
2686,,someone else,51,18,12,,male,moderate,62,86.800003,
2687,,someone else,77,12,,,female,,35.400002,,
2688,55,self-employed,52,16,16,16,male,,64.199997,49.599998,
2689,,someone else,21,13,,5,female,,33.099998,,28.4
2690,20,someone else,23,14,,16,male,liberal,32.400002,,73.199997
2691,72,someone else,28,19,,18,male,conservative,91.699997,,73.199997
2692,,someone else,26,16,15,8,male,,29.299999,78.5,37.700001
2693,,someone else,22,14,16,,female,extremely liberal,41.599998,83.699997,57.099998
2694,,,20,12,20,16,male,liberal,,36.5,50.700001
2695,,someone else,22,16,12,14,male,,28.4,53.900002,36.5
2696,,someone else,71,12,8,12,male,slghtly conservative,50.700001,50.700001,
2697,40,someone else,41,15,7,5,female,conservative,38.400002,32.299999,
2698,40,someone else,38,12,12,14,male,moderate,53.900002,44.700001,43.599998
2699,54,someone else,24,12,14,12,male,,37.299999,33.200001,29.299999
2700,40,someone else,42,12,,12,male,slightly liberal,46.700001,,50.5
2701,,someone else,65,16,6,8,male,,73.599998,31.5,
2702,,someone else,57,12,14,12,male,,28.4,50.700001,32.400002
2703,,someone else,45,16,,7,male,slghtly conservative,38.099998,,22.5
2704,,,34,14,12,12,male,,,28.6,55.099998
2705,,,37,12,7,,female,moderate,,52.299999,
2706,,,88,4,0,4,female,,,26.5,
2707,35,someone else,40,12,,12,female,moderate,26.4,28.6,21.200001
2708,,someone else,87,9,,,female,conservative,22.700001,37.299999,
2709,45,someone else,36,16,16,15,male,,58.299999,50.700001,
2710,25,self-employed,34,16,18,16,female,conservative,37.400002,76.400002,38.900002
2711,,someone else,25,13,6,6,female,,33.099998,37.299999,
2712,,,20,12,12,14,female,,,32.299999,
2713,1,someone else,24,16,16,16,male,,80,63.5,78.5
2714,25,someone else,23,16,14,14,male,,49.700001,36.5,64.400002
2715,50,someone else,24,15,12,16,male,moderate,50.700001,53.400002,73.199997
2716,75,self-employed,52,12,12,7,male,slghtly conservative,63.5,63.5,
2717,50,someone else,52,14,12,10,male,conservative,28.4,37.299999,
2718,,self-employed,41,9,,8,male,conservative,26.9,,17.1
2719,,,19,12,,16,female,,,,34.799999
2720,,someone else,51,13,,8,female,,32.299999,,22.5
2721,48,someone else,32,11,,,female,,50.700001,,
2722,10,someone else,26,14,14,12,female,slghtly conservative,33.099998,50.700001,63.5
2723,37,someone else,24,14,,16,female,,33.099998,,27.5
2724,56,someone else,30,13,12,12,female,moderate,36.5,31.5,48.5
2725,,someone else,35,12,12,16,female,,74.400002,63.5,50.700001
2726,43,someone else,32,14,,12,male,moderate,63.5,,48.5
2727,42,someone else,28,10,13,9,female,moderate,38,31.200001,26.4
2728,40,someone else,52,16,7,12,female,moderate,38.900002,36.5,37.400002
2729,60,someone else,58,13,11,10,female,,63.5,31.5,73.199997
2730,40,someone else,24,11,12,11,female,liberal,34.400002,48.5,27.700001
2731,,someone else,75,5,8,8,female,extrmly conservative,24.200001,28.6,
2732,40,someone else,28,16,18,16,male,liberal,75.199997,85.099998,78.5
2733,35,someone else,41,12,12,12,male,,38.900002,50.700001,38
2734,,someone else,55,12,9,9,female,slghtly conservative,33.099998,17.1,17.1
2735,,someone else,69,12,12,12,male,,48.5,48.5,
2736,,someone else,68,16,16,15,male,moderate,73.300003,86.5,
2737,35,someone else,51,16,12,12,female,,37.5,63.5,38.900002
2738,50,self-employed,48,14,8,11,female,slightly liberal,85.099998,27.700001,20.1
2739,40,someone else,61,12,8,9,female,slghtly conservative,48.5,20.1,
2740,,someone else,64,11,8,8,female,,22.700001,38.200001,
2741,60,self-employed,38,16,12,10,female,,76.400002,43.200001,85.099998
2742,38,someone else,66,12,10,8,male,slghtly conservative,36.5,32,
2743,65,someone else,25,12,13,18,male,slghtly conservative,63.5,38.200001,76.300003
2744,40,someone else,46,12,10,,male,,48.5,37.299999,
2745,,someone else,27,10,,,male,,28.4,,
2746,,someone else,85,14,12,12,female,moderate,32,53.900002,
2747,,self-employed,67,13,8,,female,extrmly conservative,63.5,36.400002,
2748,,someone else,20,14,14,13,female,moderate,50.700001,48.799999,64.800003
2749,,someone else,68,12,14,,female,,36.5,49.599998,
2750,50,someone else,26,14,15,12,male,,34.200001,66.300003,27.5
2751,,someone else,30,10,12,12,female,moderate,41.599998,31.5,
2752,49,someone else,57,9,,,male,,33.5,37.299999,17.1
2753,,someone else,64,13,10,9,female,,26.4,37.299999,25.5
2754,46,someone else,31,15,17,19,male,liberal,50.700001,44.799999,38.400002
2755,,,44,12,12,12,female,,,42.400002,38
2756,40,someone else,33,12,10,11,female,,42.299999,63.5,32.400002
2757,36,someone else,36,12,12,12,male,liberal,29.200001,35.099998,27.5
2758,20,self-employed,45,13,12,12,male,,34.200001,63.5,78.5
2759,,someone else,22,14,13,16,female,,63.5,37.299999,78.5
2760,,someone else,43,13,9,,female,,26.700001,27.700001,
2761,40,someone else,22,9,,14,male,slightly liberal,37.900002,,38.400002
2762,30,self-employed,46,16,16,16,male,,83.699997,64.099998,
2763,,someone else,85,12,12,,female,,30.799999,50.5,32.400002
2764,,someone else,75,12,0,7,male,,27.700001,26.5,22.5
2765,43,someone else,46,13,10,14,male,slghtly conservative,37.700001,37.700001,73.199997
